Order method type,Retailer type,Product line,Revenue,Date
Telephone,Department,Personal,0.010675,2012-03-30
Telephone,Department,Personal,0.06274698000000001,2012-03-30
Telephone,Department,Personal,0.08647716,2012-03-30
Telephone,Department,Personal,0.01518,2012-03-30
Telephone,Department,Personal,0.01472,2012-03-30
Telephone,Department,Personal,0.07056039,2012-03-30
Telephone,Department,Personal,0.038515230000000004,2012-03-30
Telephone,Department,Personal,0.009758,2012-03-30
Telephone,Department,Golf,0.25108826,2012-03-30
Telephone,Department,Golf,0.16626228,2012-03-30
Telephone,Department,Golf,0.38414328000000003,2012-03-30
Telephone,Department,Golf,0.10958976,2012-03-30
Telephone,Department,Golf,0.2478175,2012-03-30
Telephone,Department,Golf,0.12079544,2012-03-30
Telephone,Department,Golf,0.03409788,2012-03-30
Telephone,Department,Golf,0.04628109,2012-03-30
Telephone,Department,Golf,0.04080713,2012-03-30
Telephone,Department,Golf,0.01430748,2012-03-30
Telephone,Outdoors,Camping,0.0330062,2012-03-30
Telephone,Outdoors,Camping,0.020457740000000002,2012-03-30
Telephone,Outdoors,Camping,0.00520785,2012-03-30
Telephone,Outdoors,Camping,0.0342384,2012-03-30
Telephone,Outdoors,Camping,0.0249094,2012-03-30
Telephone,Outdoors,Camping,0.05495732,2012-03-30
Telephone,Outdoors,Camping,0.07775976,2012-03-30
Telephone,Outdoors,Camping,0.05584281,2012-03-30
Telephone,Outdoors,Camping,0.03654861,2012-03-30
Telephone,Outdoors,Camping,0.008741299999999999,2012-03-30
Telephone,Outdoors,Camping,0.011992200000000001,2012-03-30
Telephone,Outdoors,Camping,0.010079920000000001,2012-03-30
Telephone,Outdoors,Camping,0.00795875,2012-03-30
Telephone,Outdoors,Mountaineering,0.0209056,2012-03-30
Telephone,Outdoors,Mountaineering,0.03296928,2012-03-30
Telephone,Outdoors,Mountaineering,0.06323004,2012-03-30
Telephone,Outdoors,Mountaineering,0.0349492,2012-03-30
Telephone,Outdoors,Mountaineering,0.0448756,2012-03-30
Telephone,Outdoors,Mountaineering,0.00407484,2012-03-30
Telephone,Outdoors,Mountaineering,0.02872264,2012-03-30
Telephone,Outdoors,Mountaineering,0.0392168,2012-03-30
Telephone,Outdoors,Mountaineering,0.0198816,2012-03-30
Telephone,Outdoors,Mountaineering,0.00965871,2012-03-30
Telephone,Outdoors,Mountaineering,0.017784400000000002,2012-03-30
Telephone,Outdoors,Mountaineering,0.01185792,2012-03-30
Telephone,Outdoors,Mountaineering,0.0046922399999999994,2012-03-30
Telephone,Outdoors,Mountaineering,0.028952,2012-03-30
Telephone,Outdoors,Mountaineering,0.01932126,2012-03-30
Telephone,Outdoors,Mountaineering,0.01041601,2012-03-30
Telephone,Outdoors,Mountaineering,0.0098164,2012-03-30
Telephone,Outdoors,Mountaineering,0.030912,2012-03-30
Telephone,Outdoors,Mountaineering,0.0897888,2012-03-30
Telephone,Outdoors,Personal,0.0046942,2012-03-30
Telephone,Outdoors,Personal,0.00555131,2012-03-30
Telephone,Outdoors,Personal,0.039416,2012-03-30
Telephone,Outdoors,Personal,0.01886,2012-03-30
Telephone,Outdoors,Personal,0.0166928,2012-03-30
Telephone,Outdoors,Personal,0.0133802,2012-03-30
Telephone,Outdoors,Personal,0.066232,2012-03-30
Telephone,Outdoors,Personal,0.0598936,2012-03-30
Telephone,Outdoors,Personal,0.0230665,2012-03-30
Telephone,Outdoors,Personal,0.00217995,2012-03-30
Telephone,Outdoors,Personal,0.00108,2012-03-30
Telephone,Outdoors,Personal,0.0023745999999999997,2012-03-30
Telephone,Outdoors,Personal,0.0559227,2012-03-30
Telephone,Outdoors,Personal,0.03222895,2012-03-30
Telephone,Outdoors,Personal,0.011646700000000001,2012-03-30
Telephone,Outdoors,Personal,0.03151,2012-03-30
Telephone,Outdoors,Personal,0.0280171,2012-03-30
Telephone,Outdoors,Personal,0.08616689999999999,2012-03-30
Telephone,Outdoors,Personal,0.004293,2012-03-30
Telephone,Outdoors,Personal,0.009206200000000001,2012-03-30
Telephone,Outdoors,Personal,0.0112606,2012-03-30
Telephone,Outdoors,Personal,0.01390851,2012-03-30
Telephone,Outdoors,Personal,0.009812459999999999,2012-03-30
Telephone,Outdoors,Personal,0.00616,2012-03-30
Telephone,Outdoors,Personal,0.01104,2012-03-30
Telephone,Outdoors,Personal,0.03862496,2012-03-30
Telephone,Outdoors,Personal,0.039548339999999994,2012-03-30
Telephone,Outdoors,Personal,0.022995,2012-03-30
Telephone,Outdoors,Personal,0.00595,2012-03-30
Telephone,Sports,Camping,0.01793862,2012-03-30
Telephone,Sports,Camping,0.03598074,2012-03-30
Telephone,Sports,Camping,0.19028832,2012-03-30
Telephone,Sports,Camping,0.005688899999999999,2012-03-30
Telephone,Sports,Camping,0.18926848000000002,2012-03-30
Telephone,Sports,Camping,0.18285498,2012-03-30
Telephone,Sports,Camping,0.17055788,2012-03-30
Telephone,Sports,Camping,0.0312788,2012-03-30
Telephone,Sports,Camping,0.004802,2012-03-30
Telephone,Sports,Camping,0.1456111,2012-03-30
Telephone,Sports,Camping,0.054312019999999996,2012-03-30
Telephone,Sports,Camping,0.00684054,2012-03-30
Telephone,Sports,Camping,0.06363483,2012-03-30
Telephone,Sports,Camping,0.02726946,2012-03-30
Telephone,Sports,Camping,0.03198867,2012-03-30
Telephone,Sports,Camping,0.01810995,2012-03-30
Telephone,Sports,Camping,0.008946,2012-03-30
Telephone,Sports,Camping,0.00918324,2012-03-30
Telephone,Sports,Camping,0.00802242,2012-03-30
Telephone,Sports,Camping,0.02568496,2012-03-30
Telephone,Sports,Camping,0.0071484,2012-03-30
Telephone,Sports,Personal,0.00583143,2012-03-30
Telephone,Sports,Personal,0.00259257,2012-03-30
Telephone,Sports,Personal,0.005645399999999999,2012-03-30
Telephone,Sports,Personal,0.0135648,2012-03-30
Telephone,Sports,Personal,0.00714,2012-03-30
Telephone,Sports,Personal,0.00726,2012-03-30
Telephone,Sports,Personal,0.0081928,2012-03-30
Telephone,Sports,Personal,0.0074534,2012-03-30
Telephone,Sports,Personal,0.027636,2012-03-30
Telephone,Sports,Personal,0.018596599999999998,2012-03-30
Telephone,Sports,Personal,0.012685799999999999,2012-03-30
Telephone,Sports,Personal,0.017360419999999998,2012-03-30
Telephone,Sports,Personal,0.0040326,2012-03-30
Telephone,Sports,Personal,0.0077625,2012-03-30
Telephone,Sports,Personal,0.0087324,2012-03-30
Telephone,Sports,Personal,0.022337450000000002,2012-03-30
Telephone,Sports,Personal,0.0306315,2012-03-30
Telephone,Sports,Personal,0.00767,2012-03-30
Telephone,Sports,Personal,0.0356879,2012-03-30
Telephone,Sports,Personal,0.00729,2012-03-30
Telephone,Sports,Personal,0.04243668,2012-03-30
Telephone,Sports,Personal,0.0292526,2012-03-30
Telephone,Sports,Personal,0.024837599999999998,2012-03-30
Telephone,Sports,Personal,0.006593,2012-03-30
Telephone,Sports,Personal,0.0036234,2012-03-30
Telephone,Sports,Personal,0.0267219,2012-03-30
Telephone,Sports,Personal,0.03474576,2012-03-30
Telephone,Sports,Personal,0.0072,2012-03-30
Telephone,Sports,Personal,0.05532282,2012-03-30
Telephone,Sports,Personal,0.00876,2012-03-30
Telephone,Sports,Personal,0.00833,2012-03-30
Telephone,Sports,Golf,0.04896742,2012-03-30
Telephone,Sports,Golf,0.07331688,2012-03-30
Telephone,Sports,Golf,0.05682624,2012-03-30
Telephone,Sports,Golf,0.06346128,2012-03-30
Telephone,Sports,Golf,0.023777549999999998,2012-03-30
Telephone,Sports,Golf,0.04057981,2012-03-30
Telephone,Sports,Golf,0.009979440000000001,2012-03-30
Telephone,Sports,Golf,0.013173299999999999,2012-03-30
Telephone,Sports,Golf,0.02845627,2012-03-30
Web,Department,Camping,0.01065166,2012-03-30
Web,Department,Camping,0.045031419999999996,2012-03-30
Web,Department,Camping,0.04468512,2012-03-30
Web,Department,Camping,0.0360022,2012-03-30
Web,Department,Camping,0.078197,2012-03-30
Web,Department,Camping,0.01600858,2012-03-30
Web,Department,Camping,0.00692,2012-03-30
Web,Department,Camping,0.030936150000000003,2012-03-30
Web,Department,Camping,0.00676368,2012-03-30
Web,Department,Camping,0.08465310000000001,2012-03-30
Web,Department,Camping,0.08994138,2012-03-30
Web,Department,Camping,0.008898930000000001,2012-03-30
Web,Department,Camping,0.029098799999999998,2012-03-30
Web,Department,Camping,0.00738684,2012-03-30
Web,Department,Camping,0.0025555,2012-03-30
Web,Department,Camping,0.00967796,2012-03-30
Web,Department,Camping,0.00738572,2012-03-30
Web,Department,Personal,0.00730114,2012-03-30
Web,Department,Personal,0.006962680000000001,2012-03-30
Web,Department,Personal,0.00912254,2012-03-30
Web,Department,Personal,0.116368,2012-03-30
Web,Department,Personal,0.0974,2012-03-30
Web,Department,Personal,0.0078584,2012-03-30
Web,Department,Personal,0.0129761,2012-03-30
Web,Department,Personal,0.247928,2012-03-30
Web,Department,Personal,0.21212579999999998,2012-03-30
Web,Department,Personal,0.0847411,2012-03-30
Web,Department,Personal,0.00784902,2012-03-30
Web,Department,Personal,0.0062799,2012-03-30
Web,Department,Personal,0.0340875,2012-03-30
Web,Department,Personal,0.08245989999999999,2012-03-30
Web,Department,Personal,0.10583719999999999,2012-03-30
Web,Department,Personal,0.1935139,2012-03-30
Web,Department,Personal,0.0429195,2012-03-30
Web,Department,Personal,0.0832311,2012-03-30
Web,Department,Personal,0.056055,2012-03-30
Web,Department,Personal,0.0897855,2012-03-30
Web,Department,Personal,0.1674605,2012-03-30
Web,Department,Personal,0.0299295,2012-03-30
Web,Department,Personal,0.01189518,2012-03-30
Web,Department,Personal,0.0211628,2012-03-30
Web,Department,Personal,0.034038,2012-03-30
Web,Department,Personal,0.01463,2012-03-30
Web,Department,Personal,0.03504,2012-03-30
Web,Department,Personal,0.02837556,2012-03-30
Web,Department,Personal,0.012147100000000001,2012-03-30
Web,Department,Personal,0.03942,2012-03-30
Web,Department,Personal,0.044744,2012-03-30
Web,Department,Personal,0.070686,2012-03-30
Web,Department,Golf,0.03076714,2012-03-30
Web,Department,Golf,0.13005018,2012-03-30
Web,Department,Golf,0.0651027,2012-03-30
Web,Department,Golf,0.11281680000000001,2012-03-30
Web,Department,Golf,0.21745724,2012-03-30
Web,Department,Golf,0.05626464,2012-03-30
Web,Department,Golf,0.06646328,2012-03-30
Web,Department,Golf,0.10787742,2012-03-30
Web,Department,Golf,0.05657175,2012-03-30
Web,Department,Golf,0.025696189999999997,2012-03-30
Web,Department,Golf,0.08913975,2012-03-30
Web,Department,Golf,0.0090816,2012-03-30
Web,Department,Golf,0.012144110000000001,2012-03-30
Web,Department,Golf,0.02214665,2012-03-30
Web,Outdoors,Camping,0.05869592,2012-03-30
Web,Outdoors,Camping,0.007475659999999999,2012-03-30
Web,Outdoors,Camping,0.06072612,2012-03-30
Web,Outdoors,Camping,0.02121288,2012-03-30
Web,Outdoors,Camping,0.03666362,2012-03-30
Web,Outdoors,Camping,0.08177272000000001,2012-03-30
Web,Outdoors,Camping,0.03915776,2012-03-30
Web,Outdoors,Camping,0.3120579,2012-03-30
Web,Outdoors,Camping,0.01142344,2012-03-30
Web,Outdoors,Camping,0.11143888,2012-03-30
Web,Outdoors,Camping,0.06666366,2012-03-30
Web,Outdoors,Camping,0.16897794,2012-03-30
Web,Outdoors,Camping,0.025361560000000002,2012-03-30
Web,Outdoors,Camping,0.00745227,2012-03-30
Web,Outdoors,Camping,0.0039799200000000005,2012-03-30
Web,Outdoors,Camping,0.06923805000000001,2012-03-30
Web,Outdoors,Camping,0.05902825,2012-03-30
Web,Outdoors,Camping,0.10952117,2012-03-30
Web,Outdoors,Camping,0.02505402,2012-03-30
Web,Outdoors,Camping,0.0165816,2012-03-30
Web,Outdoors,Camping,0.03864963,2012-03-30
Web,Outdoors,Camping,0.017085279999999998,2012-03-30
Web,Outdoors,Camping,0.009037950000000001,2012-03-30
Web,Outdoors,Camping,0.01923892,2012-03-30
Web,Outdoors,Camping,0.01196275,2012-03-30
Web,Outdoors,Mountaineering,0.063168,2012-03-30
Web,Outdoors,Mountaineering,0.063403,2012-03-30
Web,Outdoors,Mountaineering,0.09645456,2012-03-30
Web,Outdoors,Mountaineering,0.05476098,2012-03-30
Web,Outdoors,Mountaineering,0.08221992,2012-03-30
Web,Outdoors,Mountaineering,0.0253565,2012-03-30
Web,Outdoors,Mountaineering,0.13783220000000002,2012-03-30
Web,Outdoors,Mountaineering,0.01451538,2012-03-30
Web,Outdoors,Mountaineering,0.04442296,2012-03-30
Web,Outdoors,Mountaineering,0.060601800000000004,2012-03-30
Web,Outdoors,Mountaineering,0.07277722,2012-03-30
Web,Outdoors,Mountaineering,0.027385740000000002,2012-03-30
Web,Outdoors,Mountaineering,0.0613716,2012-03-30
Web,Outdoors,Mountaineering,0.06454136,2012-03-30
Web,Outdoors,Mountaineering,0.01924524,2012-03-30
Web,Outdoors,Mountaineering,0.0873824,2012-03-30
Web,Outdoors,Mountaineering,0.09382464,2012-03-30
Web,Outdoors,Mountaineering,0.04915557,2012-03-30
Web,Outdoors,Mountaineering,0.0430616,2012-03-30
Web,Outdoors,Mountaineering,0.1108164,2012-03-30
Web,Outdoors,Mountaineering,0.1243056,2012-03-30
Web,Outdoors,Personal,0.00407636,2012-03-30
Web,Outdoors,Personal,0.013513299999999999,2012-03-30
Web,Outdoors,Personal,0.02095366,2012-03-30
Web,Outdoors,Personal,0.02055336,2012-03-30
Web,Outdoors,Personal,0.240819,2012-03-30
Web,Outdoors,Personal,0.18534,2012-03-30
Web,Outdoors,Personal,0.10944839999999999,2012-03-30
Web,Outdoors,Personal,0.033091300000000004,2012-03-30
Web,Outdoors,Personal,0.538504,2012-03-30
Web,Outdoors,Personal,0.332541,2012-03-30
Web,Outdoors,Personal,0.15636429999999998,2012-03-30
Web,Outdoors,Personal,0.02575266,2012-03-30
Web,Outdoors,Personal,0.00264,2012-03-30
Web,Outdoors,Personal,0.00303721,2012-03-30
Web,Outdoors,Personal,0.0716175,2012-03-30
Web,Outdoors,Personal,0.167371,2012-03-30
Web,Outdoors,Personal,0.3921228,2012-03-30
Web,Outdoors,Personal,0.23333465,2012-03-30
Web,Outdoors,Personal,0.13087425,2012-03-30
Web,Outdoors,Personal,0.17749104999999998,2012-03-30
Web,Outdoors,Personal,0.251785,2012-03-30
Web,Outdoors,Personal,0.1870657,2012-03-30
Web,Outdoors,Personal,0.4962735,2012-03-30
Web,Outdoors,Personal,0.048276,2012-03-30
Web,Outdoors,Personal,0.0057085,2012-03-30
Web,Outdoors,Personal,0.09158314,2012-03-30
Web,Outdoors,Personal,0.014574,2012-03-30
Web,Outdoors,Personal,0.06413780000000001,2012-03-30
Web,Outdoors,Personal,0.0540094,2012-03-30
Web,Outdoors,Personal,0.00768966,2012-03-30
Web,Outdoors,Personal,0.006868399999999999,2012-03-30
Web,Outdoors,Personal,0.01469096,2012-03-30
Web,Outdoors,Personal,0.06138,2012-03-30
Web,Outdoors,Personal,0.11792,2012-03-30
Web,Outdoors,Personal,0.01799572,2012-03-30
Web,Outdoors,Personal,0.05780142,2012-03-30
Web,Outdoors,Personal,0.053655,2012-03-30
Web,Outdoors,Personal,0.058786,2012-03-30
Web,Outdoors,Personal,0.065758,2012-03-30
Web,Sports,Camping,0.15260198,2012-03-30
Web,Sports,Camping,0.04961739,2012-03-30
Web,Sports,Camping,0.05677728,2012-03-30
Web,Sports,Camping,0.011017889999999999,2012-03-30
Web,Sports,Camping,0.18047802,2012-03-30
Web,Sports,Camping,0.16060284,2012-03-30
Web,Sports,Camping,0.19601484,2012-03-30
Web,Sports,Camping,0.02470552,2012-03-30
Web,Sports,Camping,0.0084294,2012-03-30
Web,Sports,Camping,0.27381303999999995,2012-03-30
Web,Sports,Camping,0.43868928,2012-03-30
Web,Sports,Camping,0.16643088,2012-03-30
Web,Sports,Camping,0.44166854,2012-03-30
Web,Sports,Camping,0.1254478,2012-03-30
Web,Sports,Camping,0.021341080000000002,2012-03-30
Web,Sports,Camping,0.026335479999999998,2012-03-30
Web,Sports,Camping,0.24056886,2012-03-30
Web,Sports,Camping,0.19810728,2012-03-30
Web,Sports,Camping,0.01502283,2012-03-30
Web,Sports,Camping,0.030668599999999997,2012-03-30
Web,Sports,Camping,0.12433386,2012-03-30
Web,Sports,Camping,0.10606729,2012-03-30
Web,Sports,Camping,0.19833012,2012-03-30
Web,Sports,Camping,0.5319788599999999,2012-03-30
Web,Sports,Camping,0.27098914,2012-03-30
Web,Sports,Camping,0.13589472,2012-03-30
Web,Sports,Camping,0.15365616000000001,2012-03-30
Web,Sports,Camping,0.01842838,2012-03-30
Web,Sports,Camping,0.00604884,2012-03-30
Web,Sports,Camping,0.027034560000000003,2012-03-30
Web,Sports,Camping,0.04849275,2012-03-30
Web,Sports,Camping,0.0196315,2012-03-30
Web,Sports,Camping,0.0355435,2012-03-30
Web,Sports,Camping,0.0060494,2012-03-30
Web,Sports,Camping,0.0760632,2012-03-30
Web,Sports,Camping,0.00383618,2012-03-30
Web,Sports,Camping,0.05634485,2012-03-30
Web,Sports,Camping,0.04107918,2012-03-30
Web,Sports,Personal,0.03747411,2012-03-30
Web,Sports,Personal,0.014857770000000001,2012-03-30
Web,Sports,Personal,0.04056613,2012-03-30
Web,Sports,Personal,0.023171630000000002,2012-03-30
Web,Sports,Personal,0.0317868,2012-03-30
Web,Sports,Personal,0.254995,2012-03-30
Web,Sports,Personal,0.211979,2012-03-30
Web,Sports,Personal,0.1029592,2012-03-30
Web,Sports,Personal,0.0406345,2012-03-30
Web,Sports,Personal,0.59048,2012-03-30
Web,Sports,Personal,0.4443986,2012-03-30
Web,Sports,Personal,0.2412163,2012-03-30
Web,Sports,Personal,0.09193151,2012-03-30
Web,Sports,Personal,0.0384538,2012-03-30
Web,Sports,Personal,0.02006916,2012-03-30
Web,Sports,Personal,0.0868725,2012-03-30
Web,Sports,Personal,0.1915766,2012-03-30
Web,Sports,Personal,0.41840315,2012-03-30
Web,Sports,Personal,0.25904335,2012-03-30
Web,Sports,Personal,0.20913685,2012-03-30
Web,Sports,Personal,0.23713185,2012-03-30
Web,Sports,Personal,0.31469,2012-03-30
Web,Sports,Personal,0.12182660000000001,2012-03-30
Web,Sports,Personal,0.6380005,2012-03-30
Web,Sports,Personal,0.100278,2012-03-30
Web,Sports,Personal,0.28282538,2012-03-30
Web,Sports,Personal,0.01706256,2012-03-30
Web,Sports,Personal,0.06503078,2012-03-30
Web,Sports,Personal,0.0635874,2012-03-30
Web,Sports,Personal,0.044469470000000004,2012-03-30
Web,Sports,Personal,0.0423256,2012-03-30
Web,Sports,Personal,0.0413092,2012-03-30
Web,Sports,Personal,0.09045858,2012-03-30
Web,Sports,Personal,0.06794634,2012-03-30
Web,Sports,Personal,0.06834058,2012-03-30
Web,Sports,Personal,0.06013731,2012-03-30
Web,Sports,Personal,0.03135,2012-03-30
Web,Sports,Personal,0.1096,2012-03-30
Web,Sports,Personal,0.13196085000000002,2012-03-30
Web,Sports,Personal,0.0244755,2012-03-30
Web,Sports,Personal,0.14352684,2012-03-30
Web,Sports,Personal,0.15481316,2012-03-30
Web,Sports,Personal,0.074095,2012-03-30
Web,Sports,Personal,0.087584,2012-03-30
Web,Sports,Personal,0.062062,2012-03-30
Web,Sports,Golf,0.14901364,2012-03-30
Web,Sports,Golf,0.1876563,2012-03-30
Web,Sports,Golf,0.14958672,2012-03-30
Web,Sports,Golf,0.36322528000000004,2012-03-30
Web,Sports,Golf,0.24163728,2012-03-30
Web,Sports,Golf,0.41028294,2012-03-30
Web,Sports,Golf,0.06969183999999999,2012-03-30
Web,Sports,Golf,0.10153442,2012-03-30
Web,Sports,Golf,0.00446404,2012-03-30
Web,Sports,Golf,0.01729429,2012-03-30
Web,Sports,Golf,0.16230343,2012-03-30
Sales visit,Outdoors,Camping,0.02755844,2012-03-30
Sales visit,Outdoors,Camping,0.01669122,2012-03-30
Sales visit,Outdoors,Camping,0.091776,2012-03-30
Sales visit,Outdoors,Camping,0.06469551999999999,2012-03-30
Sales visit,Outdoors,Camping,0.08274436,2012-03-30
Sales visit,Outdoors,Camping,0.05514943,2012-03-30
Sales visit,Outdoors,Camping,0.021507,2012-03-30
Sales visit,Outdoors,Mountaineering,0.022710400000000002,2012-03-30
Sales visit,Outdoors,Mountaineering,0.0283974,2012-03-30
Sales visit,Outdoors,Mountaineering,0.12024234,2012-03-30
Sales visit,Outdoors,Mountaineering,0.11566272,2012-03-30
Sales visit,Outdoors,Mountaineering,0.09787092,2012-03-30
Sales visit,Outdoors,Mountaineering,0.0693485,2012-03-30
Sales visit,Outdoors,Mountaineering,0.1553068,2012-03-30
Sales visit,Outdoors,Mountaineering,0.01688148,2012-03-30
Sales visit,Outdoors,Mountaineering,0.05186168,2012-03-30
Sales visit,Outdoors,Mountaineering,0.0683662,2012-03-30
Sales visit,Outdoors,Mountaineering,0.05956576,2012-03-30
Sales visit,Outdoors,Mountaineering,0.03134232,2012-03-30
Sales visit,Outdoors,Mountaineering,0.055100800000000005,2012-03-30
Sales visit,Outdoors,Mountaineering,0.02466048,2012-03-30
Sales visit,Outdoors,Mountaineering,0.012947760000000001,2012-03-30
Sales visit,Outdoors,Mountaineering,0.1015952,2012-03-30
Sales visit,Outdoors,Mountaineering,0.05307708,2012-03-30
Sales visit,Outdoors,Mountaineering,0.0372878,2012-03-30
Sales visit,Outdoors,Mountaineering,0.020115,2012-03-30
Sales visit,Outdoors,Mountaineering,0.0319712,2012-03-30
Sales visit,Outdoors,Mountaineering,0.020304,2012-03-30
Sales visit,Outdoors,Personal,0.0020797800000000003,2012-03-30
Sales visit,Outdoors,Personal,0.01563889,2012-03-30
Sales visit,Outdoors,Personal,0.0058636800000000005,2012-03-30
Sales visit,Outdoors,Personal,0.03819626,2012-03-30
Sales visit,Sports,Camping,0.0490748,2012-03-30
Sales visit,Sports,Camping,0.014303870000000002,2012-03-30
Sales visit,Sports,Camping,0.02245768,2012-03-30
Sales visit,Sports,Camping,0.00474516,2012-03-30
Sales visit,Sports,Camping,0.038148,2012-03-30
Sales visit,Sports,Camping,0.0281952,2012-03-30
Sales visit,Sports,Personal,0.01459886,2012-03-30
Sales visit,Sports,Personal,0.03510312,2012-03-30
Sales visit,Sports,Personal,0.01448725,2012-03-30
Sales visit,Sports,Personal,0.01442364,2012-03-30
Sales visit,Sports,Golf,0.06646328,2012-03-30
Sales visit,Sports,Golf,0.01090428,2012-03-30
E-mail,Department,Camping,0.01258886,2012-03-30
E-mail,Department,Camping,0.008252569999999999,2012-03-30
E-mail,Department,Camping,0.01380782,2012-03-30
E-mail,Department,Camping,0.0072241599999999994,2012-03-30
E-mail,Department,Camping,0.03037248,2012-03-30
E-mail,Department,Camping,0.08406793,2012-03-30
E-mail,Department,Camping,0.13215744000000001,2012-03-30
E-mail,Department,Camping,0.10087413,2012-03-30
E-mail,Department,Camping,0.006103239999999999,2012-03-30
E-mail,Department,Camping,0.0347188,2012-03-30
E-mail,Department,Camping,0.042786199999999996,2012-03-30
E-mail,Department,Camping,0.02017334,2012-03-30
E-mail,Department,Camping,0.0283871,2012-03-30
E-mail,Department,Camping,0.09663864,2012-03-30
E-mail,Department,Camping,0.026877,2012-03-30
E-mail,Department,Camping,0.17736839999999998,2012-03-30
E-mail,Department,Camping,0.13282041,2012-03-30
E-mail,Department,Camping,0.0187335,2012-03-30
E-mail,Department,Camping,0.011936889999999999,2012-03-30
E-mail,Department,Camping,0.017376040000000002,2012-03-30
E-mail,Department,Camping,0.05790555,2012-03-30
E-mail,Department,Camping,0.0057411499999999996,2012-03-30
E-mail,Department,Camping,0.00990981,2012-03-30
E-mail,Department,Camping,0.012253700000000001,2012-03-30
E-mail,Department,Camping,0.0052976099999999995,2012-03-30
E-mail,Department,Camping,0.015535479999999999,2012-03-30
E-mail,Department,Camping,0.03280768,2012-03-30
E-mail,Department,Camping,0.00377844,2012-03-30
E-mail,Department,Personal,0.00493064,2012-03-30
E-mail,Department,Personal,0.00297694,2012-03-30
E-mail,Department,Personal,0.00620946,2012-03-30
E-mail,Department,Personal,0.0036499,2012-03-30
E-mail,Department,Personal,0.028299,2012-03-30
E-mail,Department,Personal,0.03982,2012-03-30
E-mail,Department,Personal,0.0247652,2012-03-30
E-mail,Department,Personal,0.0033675,2012-03-30
E-mail,Department,Personal,0.106032,2012-03-30
E-mail,Department,Personal,0.1010952,2012-03-30
E-mail,Department,Personal,0.0090225,2012-03-30
E-mail,Department,Personal,0.00515984,2012-03-30
E-mail,Department,Personal,0.0114114,2012-03-30
E-mail,Department,Personal,0.00657438,2012-03-30
E-mail,Department,Personal,0.0149175,2012-03-30
E-mail,Department,Personal,0.058062800000000005,2012-03-30
E-mail,Department,Personal,0.04200985,2012-03-30
E-mail,Department,Personal,0.07105389999999999,2012-03-30
